Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Vendre avec des histoires : Les grandes histoires commerciales ,"Les histoires tissent des liens entre les gens. En racontant une histoire convaincante et authentique, vous pouvez renforcer votre relation avec un prospect au point de conclure une vente avec lui. Cette formation vous apprend à exploiter le pouvoir du storytelling tout au long du processus commercial. Paul Smith, auteur d'un livre à succès intitulé <i>Sell with a Story: How to Capture Attention, Build Trust, and Close the Sale</i>, aborde ici les 25 histoires indispensables aux commerciaux, en vous donnant des indications pour structurer les vôtres. Découvrez ce que vous devriez raconter depuis la première rencontre jusqu'à la signature du contrat pour capter l'attention d'un acheteur et le fidéliser sur le long terme.",Course,2020-12-09 11:27 UTC,N/A,false,N/A,
Soutenir un employé endeuillé : Guide à l'attention des managers,"Quand des collègues sont en deuil, on peut se sentir perdu. Que doit-on dire ? Que doit-on faire ? Comment soutenir au mieux un employé en deuil ? La gestion du deuil n’est pas un sujet que l’on enseignait aux responsables. Jusqu’à aujourd’hui. Consultante spécialisée dans le deuil et fondatrice de Grief Warrior, Leslie Barber partage des tactiques que les responsables peuvent utiliser pour discuter avec leur équipe et soutenir les employés endeuillés. Après avoir suivi cette formation, vous saurez ce qu’est le deuil et ce qu’il n’est pas. Vous saurez comment tisser des liens lors de réunions individuelles, aborder le deuil dans de grandes réunions et ajuster les attentes en matière de performance et de productivité. Autant de leçons précieuses pour les responsables qui doivent accompagner des employés pendant des périodes de deuil et de changement.",Course,2022-04-05 08:52 UTC,N/A,false,N/A,
Learning Data Governance (2016),"In the era of big data and data science, most businesses and institutions realize the power of data. Yet far too many fail to appreciate the legal and fiscal responsibilities and liabilities associated with it. The stakes are high, but a well-rounded data governance process can help ensure the consistent quality, availability, integrity, and usability of your data.<br><br>Here Dr. Jonathan Reichental explains how to begin to implement a data governance program within any organization. Learn the components of data governance, its strategic value, the roles and responsibilities of stakeholders, and the overall steps that an organization needs to take to manage, monitor, and measure the program. Plus, get guidance on a set of next steps for building skills. As the data science domain grows, so does the demand for data governance expertise. Start here for your first look at this in-demand skill.",Course,2021-05-06 14:05 UTC,N/A,false,N/A,
Vendre à des cadres supérieurs / supérieures,"Vendre à des cadres supérieurs peut être un véritable défi. De nombreux commerciaux ont du mal à remporter des contrats avec ces clients, qui peuvent être intimidants compte tenu de leur statut. Pendant 10 ans, Mike Gamson a été en charge des ventes chez LinkedIn. Dans cette formation, il partage avec vous ses connaissances durement acquises, afin de vous aider à préparer un plan d’action efficace pour aborder les réunions avec des cadres supérieurs.",Course,2021-03-27 17:57 UTC,N/A,false,N/A,
Python : Niveau avancé,"Si vous souhaitez évoluer dans la programmation avec le langage Python, suivez cette formation consacrée à ses utilisations les plus avancées. Après un rappel sur le but et les avantages du langage Python, Omar Souissi vous présentera les prérequis et l'environnement de travail. Puis, il vous aidera à appréhender, à l'aide d'exemples explicites, les meilleures pratiques, notamment dans la mise en œuvre des fonctions, des classes, des décorateurs ainsi que des itérateurs et des générateurs, tout en garantissant un code propre et optimal.",Course,2020-11-27 14:48 UTC,N/A,false,N/A,
Python : L'analyse de données,"De nos jours, l'explosion du volume et de la variété des données ne laisse plus planer de doute : le rôle du data scientist sera central dans les années à venir. Si vous êtes data scientist ou que vous souhaitez travailler avec Python, ce cours est pour vous. Omar Souissi, professeur associé en technologie de l'information et techniques d'optimisation, vous aide à acquérir les bases indispensables pour faire de la data science avec Python. Vous découvrirez comment utiliser deux bibliothèques indispensables, à savoir NumPy et Pandas. Vous verrez également quelques études de cas qui vous permettront d'assimiler facilement les différentes notions de Python pour l'analyse de données.",Course,2020-11-27 14:55 UTC,N/A,false,N/A,
SQL : L’exécution logique de la requête,"SQL, Structured Query Language ou langage de requête structurée, permet de communiquer avec les bases de données. Il s'agit notamment d'une institution, la plus utilisée au monde et difficile à comprendre au premier abord. Dans cette formation, vous allez voir en détail le fonctionnement et la logique interne de SQL. Rudi Bruchez, expert en base de données, vous explique l'ordre logique de l'évaluation et des clauses de la commande SELECT en SQL. Ainsi, vous allez maîtriser toutes les subtilités de ce langage informatique pour exploiter vos bases de données relationnelles.",Course,2022-10-04 07:24 UTC,N/A,false,N/A,
Surmonter le syndrome de l'imposteur ,"Vous venez d'être promu ou de profiter d'une opportunité et pourtant vous vous sentez toujours illégitime ? Vous avez le sentiment que votre réussite est liée à la chance ? Le syndrome de l'imposteur impacte votre vie et votre carrière négativement. Dans ce cours, Caroline Codsi vous aide à en identifier les causes et partage avec vous quelques astuces concrètes pour lutter contre ce complexe d'infériorité. Regagnez confiance en vous, cessez de douter et surtout de vous dévaloriser !",Course,2023-03-19 14:48 UTC,N/A,false,N/A,
Les fondements du data engineering,"L'adoption massive du Big Data a donné naissance à de nouveaux métiers relatifs aux données. Dans ce cours, Madjid Khichane, ingénieur en informatique et PhD en Intelligence Artificielle, vous présente le métier de data engineer dont le rôle est crucial dans tout type de projet qui implique la manipulation de données. Abordez les concepts fondamentaux du data engineering et l'étape de préparation des données. Voyez comment déployer des projets à l'aide de conteneurs et superviser les clusters. Découvrez également les différents types de bases de données avec les notions de stockage distribué et de traitement parallèle.",Course,2023-01-13 09:40 UTC,N/A,false,N/A,
Gérer les hauts potentiels,"La gestion des hauts potentiels vous donne l'opportunité de cultiver les meilleurs talents de votre organisation. Les hauts potentiels sont les employés les plus susceptibles d'obtenir des postes de leadership et de réussir dans ce nouveau rôle. En aidant ces professionnels à progresser et à acquérir peu à peu de nouvelles responsabilités, vous aurez un impact significatif sur l'avenir de votre organisation. Sara Canaday, experte en leadership, vous aide à mieux comprendre l'état d'esprit et les motivations des hauts potentiels pour pouvoir répondre à leurs attentes et leur offrir le soutien et les opportunités de développement dont ils ont besoin.",Course,2020-11-17 06:05 UTC,N/A,false,N/A,
After Effects Weekly,"During the last few years, After Effects has grown from a simple software program into an ever-evolving motion graphics ecosystem. New features are being added each quarter and it's getting hard to keep up. This weekly series demonstrates tips, tricks, and techniques to help you to stay on top of the changes and reveals undocumented effects and shortcuts that will blow you away. Learn how to reset tools, control animations, create effects, control layers, fix issues, and integrate with Photoshop, Illustrator, and Cinema 4D. Tune in every Friday for a new tip.",Course,2025-03-07 14:44 UTC,N/A,false,N/A,
Data Visualization in R with ggplot2 (2018),"Discover how to create informative and visually appealing data visualizations using ggplot2, the leading visualization package for R. In this course, Mike Chapple shows how to work with ggplot2 to create basic visualizations, how to beautify those visualizations by applying different aesthetics, and how to visualize data with maps. Throughout the course, Mike also covers key concepts such as the grammar of graphics and how to apply different geometries to visualize data. To wrap up, he shares a case study that lends a practical context to the concepts covered in the course.",Course,2021-01-15 07:28 UTC,N/A,false,N/A,
Favoriser l’inclusion LGBTQ+ au travail,"La diversité et l'inclusion sont des valeurs fondamentales susceptibles de favoriser la croissance et le développement. De nombreux travailleurs de la communauté LGBTQ+ sont confrontés à une forte discrimination sur le marché du travail. L'homophobie et la transphobie restent des questions peu traitées au sein des entreprises et des administrations. Aurélie Salvaire, conférencière et auteure sur les thèmes de la diversité et de l'innovation sociale, vous encourage à favoriser l'inclusion par divers moyens individuels ou collectifs. Dans ce cours, vous aborderez les discriminations existantes envers la communauté LGBTQ+ et vous apprendrez à y faire face pour devenir un allié au quotidien.</br></br>

Cette formation a été créée par Aurélie Salvaire. Nous sommes ravis d'héberger ce contenu sur notre plateforme.",Course,2023-04-20 09:16 UTC,N/A,false,N/A,
Photoshop : Gérer les effets de flou,"Photoshop est tellement complet que nous prenons rapidement des habitudes. Nous en oublions même d'aller plus loin pour nous perfectionner et en maîtriser certaines subtilités. Il y a tant à découvrir et pour cela, Yves Chatain, expert en photographie, vous propose de suivre cette formation. Ensemble, vous aborderez les notions de flou afin de donner un rendu d'illusion ou de réalisme à vos images. Vous prendrez ensuite en main différents outils comme la profondeur de champ, les filtres, la galerie d'effets et Camera Raw.",Course,2020-10-10 05:11 UTC,N/A,false,N/A,
Nano Tips to Build Authority on LinkedIn with Shadé Zahrai & Jasmin Alić,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, Shadé Zahrai and Jasmin Alić show you how to create impactful LinkedIn content that delivers real value, builds engagement, and strengthens professional connections. Develop skills to format posts effectively, engage with comments, and subtly showcase their expertise without sounding overly promotional. Through storytelling, video strategies, and permission-based selling, learn how to enhance your LinkedIn presence and create content that resonates with your audience.",Course,2025-11-08 11:53 UTC,N/A,true,N/A,
Devenir un manager bienveillant / une manager bienveillante,"Avec Gaël Chatelain, partez à la découverte du management bienveillant. Au travers des principes abordés dans cette formation, vous saurez non seulement comment être à l'écoute, mais également comment prendre du temps et être acteur au sein de votre équipe. Vous verrez comment prendre des décisions, faire preuve de courage et même, parfois, savoir dire non. Enfin, la formation se conclue avec deux concepts importants : donner du sens au travail de toute la chaîne, collaborateurs et managers inclus, mais également être bienveillant avec soi-même.",Course,2021-01-25 05:35 UTC,N/A,false,N/A,
Python pour la data science : Série,"Développez vos connaissances dans le domaine de la data science grâce aux astuces d'Omar Souissi autour du langage Python. Vous verrez comment en tirer parti pour exploiter et analyser efficacement vos données, afin de développer vos campagnes de marketing, gérer et prédire les ventes, déployer des algorithmes de deep learning (apprentissage profond), automatiser le traitement du langage naturel, faire du traitement de signal et d'images, et bien d'autres choses.",Course,2021-05-04 15:33 UTC,N/A,false,N/A,
Power BI Weekly,"Welcome to the Power BI weekly series. Each week, instructor Helen Wall covers an interesting and relevant topic in Power BI, the low-code business intelligence platform from Microsoft. Helen covers topics like optimizing dynamic dynamic on-screen actions, DAX tricks, Power Query techniques, and customizing visuals for the end users. If you want to get more out of this interactive data visualization software, check back weekly for Helen’s latest lessons.",Course,2026-03-26 05:44 UTC,N/A,false,N/A,
L'essentiel du langage C,"Apprenez à vous exprimer clairement en langage C. Denis Réant vous présente ce langage très proche du matériel dans le domaine de la programmation. Dans cette formation, assimilez toutes les bases indispensables comme les notions de bit et d'hexadécimal. Prenez en main les fonctions et les outils tels que les structures de contrôle, les opérateurs, le pointeur, les références et les tableaux. Découvrez également les syntaxes et les commandes fondamentales à la programmation en C. Puis exploitez les directives de préprocesseurs, les bibliothèques et l'allocation mémoire dynamique. Cette formation s'adresse à ceux qui veulent débuter dans le monde du code et de la programmation, et à ceux qui souhaitent approfondir leurs connaissances dans la maîtrise du code. À l'issue de cette formation, vous serez en mesure de créer vos premiers codes et de programmer des microprocesseurs simples en langage C.",Course,2020-10-10 05:15 UTC,N/A,false,N/A,
L'essentiel de Premiere Pro 2020,"Montez vos films efficacement et en totale autonomie avec Premiere Pro 2020. Dans cette formation, plongez-vous dans les rouages du logiciel et créez des vidéos très simplement. À l'aide d'exercices et de cas de figure, Marguerite Fouletier vous donne les outils ainsi que les bonnes pratiques pour un rendu de qualité. Vous verrez comment créer un projet, manipuler les plans, raccorder des séquences, synchroniser le son, ajouter des effets, etc. Vous tirerez également parti d'Adobe Creative Cloud et exporterez votre travail en toute sérénité.<br><br>

Ce cours a été enregistré en partie avec la version 2019 de Premiere Pro et a été mis à jour pour refléter l’expérience utilisateur de la version 2020.",Course,2020-10-10 05:13 UTC,N/A,false,N/A,
L'essentiel de Photoshop 2020,"Photoshop, le logiciel phare de traitement d'images et de retouche d'Adobe, n'a jamais été détrôné en 30 ans d'existence. Dans cette formation, Yves Chatain va vous dévoiler de nombreuses possibilités et des outils incontournables. Après avoir abordé l'interface, vous découvrirez les nombreux outils de sélection, le principe des calques et des masques de fusion, le traitement de photos avec le module Camera Raw, la transformation et la déformation d'images, les outils de partage et bien d'autres aspects. Au terme de cette formation, vous aurez constitué un solide socle de connaissances qui vous permettra d'aborder d'autres domaines, dans lesquels Photoshop est et reste indispensable.",Course,2022-07-08 13:47 UTC,N/A,false,N/A,
Data Science Foundations: Python Scientific Stack (2017),"Data science provides organizations with striking—and highly valuable—insights into human behavior. While data mining can seem a bit daunting, you don't need to be a highly-skilled programmer to process your own data. In this hands-on course, learn how to use the Python scientific stack to complete common data science tasks. Miki Tebeka covers the tools and concepts you need to effectively process data with the Python scientific stack, including Pandas for data crunching, matplotlib for data visualization, NumPy for numeric computation, and more.",Course,2021-01-16 20:52 UTC,N/A,false,N/A,
L'essentiel de Power BI service,"Explorez toute la panoplie d'options de Power BI service pour publier, partager et collaborer autour des rapports. Dans ce cours, André Meyer-Roussilhon, consultant et auteur sur Power BI, vous explique comment diffuser des rapports, des assemblages de visuels, ou tableaux de bord, et des jeux de données de manière sécurisée. Vous allez aussi voir comment diffuser un modèle de données commun à l'ensemble des créateurs de rapports, mutualiser l'actualisation des données et consulter des rapports sur un appareil mobile.",Course,2022-05-23 12:20 UTC,N/A,false,N/A,
Excel 2016 : Les formules et les fonctions avancées,"Partez à la découverte des fonctions et des formules d'Excel 2016. Dans cette formation qui s'adresse aux utilisateurs maîtrisant déjà Excel, Martial Auroy vous dévoile des fonctions de calcul reposant sur des critères et des conditions. Aussi, tirez parti des nombres, des textes et des dates, puis initiez-vous aux matrices et aux techniques de recherche. À la fin de cette formation, vous maîtriserez l'analyse et la manipulation de données sous conditions dans Excel 2016.",Course,2021-01-10 08:54 UTC,N/A,false,N/A,
SQL Server Machine Learning Services: Python,"Learn how to analyze SQL Server data with Python. Database expert Adam Wilbert shows how to use a powerful combination of tools, including high-performance Python libraries and the Machine Learning Services add-on, directly inside SQL Server to streamline analysis. Adam shows how to use Python scripts to perform statistical analysis, generate graphics such as scatterplots and bar charts, and process tabular data. He also explains how to turn a Python script into a stored procedure and set up standalone ML services to execute scripts without impacting SQL Server performance.",Course,2025-07-27 06:34 UTC,N/A,false,N/A,
Les entretiens à distance pour les RH,"Le meilleur candidat ne vit pas nécessairement dans la même région ou le même pays que vous. Pour développer votre entreprise, vous devez être en mesure de répondre aux réalités du nouveau contexte en matière de recrutement. Apprenez à utiliser une technique d’entretien qui vous fera gagner du temps et de l’argent, et vous aidera à trouver les meilleurs talents dans le monde entier. Les entretiens à distance peuvent rationaliser votre processus d’entretien traditionnel et vous permettre d’accéder aux meilleurs candidats en optimisant vos chances de les attirer et de les retenir. Dans cette formation, Barbara Bruno, experte en personnel et recrutement, va vous expliquer comment préparer un processus de recrutement virtuel et mener un entretien vidéo efficace. Elle va également présenter les avantages de ce type d'entretiens et conclure avec des astuces pour effectuer un suivi, pré-conclure et accompagner votre nouvelle recrue afin de l’intégrer plus rapidement et plus efficacement.",Course,2021-05-06 14:00 UTC,N/A,false,N/A,
10 secrets pour réussir sa recherche d’emploi ,"Vous êtes en recherche d'emploi ou de stage ? Vous ne savez pas par où commencer, comment procéder et que penser des réactions des recruteurs ? Dans ce cours, Christel de Foucault, auteure sur les techniques de recherche d'emploi et la marque employeur, vous donne dix astuces pour décrocher le poste de vos rêves. Vous comprendrez qu'il est essentiel de vous poser les bonnes questions afin de déterminer vos axes de recherche. Vous verrez également comment vous positionner et vous démarquer auprès des recruteurs. Puis vous découvrirez des méthodes de préparation aux entretiens ainsi que l'art et la manière de transformer ces entrevues en véritables échanges autour de votre offre de services.",Course,2021-05-16 11:33 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2020-11-27 23:01 UTC,N/A,false,N/A,
L'essentiel de Java 9,"Avec Fabien Brissonneau, partez à la découverte de Java 9, la toute nouvelle version du langage de programmation orienté objet le plus répandu. Dans cette formation, vous aborderez l'installation, puis vous passerez à l'utilisation d'Eclipse (l'interface de développement) et du nouveau kit de développement JDK. Puis, vous vous initierez à la programmation, aux types, aux classes et aux syntaxes, avant de vous pencher sur le flux de contrôle et la syntaxe. Votre formateur vous présentera également le passage de paramètres aux méthodes, les bonnes pratiques de la programmation orientée objet ainsi que les concepts de généralisation, de polymorphisme, d'abstraction, d'interface et d'exception. Pour terminer avec cette présentation, vous verrez également des classes du framework, les collections Java ainsi que les modules Java 9. Au terme de cette formation, vous aurez toutes les cartes en main pour commencer à développer en Java 9.",Course,2020-12-15 17:37 UTC,N/A,false,N/A,
AutoCAD : Aménagement des bureaux en situation d'épidémie,"Dans cette formation, vous apprendrez à faire face aux risques de propagation d'épidémie au sein d'une entreprise, en réaménageant les locaux à l'aide d'AutoCAD, l'incontournable logiciel de dessin d'Autodesk. Dans un premier temps, Maxence Dupupet fera un tour d'horizon des risques puis des mesures d'hygiène à mettre en place et à faire respecter. Ensuite, avec les nombreux outils d'AutoCAD, vous apprendrez à réaménager vos bureaux de façon optimale, en déplaçant le mobilier et en aménageant des espaces de circulation sécurisés.",Course,2022-02-10 09:41 UTC,N/A,false,N/A,
SOLIDWORKS : La conception de moules,"Si vous êtes concepteur CAO et que vous souhaitez réaliser des moules, alors suivez cette formation sur SOLIDWORKS, le logiciel de CAO 3D de Dassault Systèmes. Après avoir abordé les principes de base sur le moulage, Fabian Perrée vous guidera dans la réalisation de moules à l'aide d'exemples concrets, dans lesquels vous apprendrez à garantir une épaisseur constante, à positionner des dépouilles et à renforcer les pièces à l'aide de nervures. Vous verrez également comment tirer parti des congés et des tiroirs puis vous passerez à la réalisation des empreintes. Cette formation se conclura sur les pièces à corps multiples et le placement de l'alimentation et de l'injection.",Course,2020-11-26 05:50 UTC,N/A,false,N/A,
InDesign 2023 Essential Training,"InDesign is an essential tool for design firms, ad agencies, magazines, newspapers, book publishers, and freelance designers around the world. In this course, InDesign expert David Blatner presents a thorough explanation of the core features and techniques that make this powerful page layout application fun and easy to use. He provides a foundation upon which advanced skills and workflows can be built. David shows you how to navigate and customize the workspace, manage documents and pages, work with text frames and graphics, export and print finished documents, explore creating interactive documents, and much more. You can also use the example files and challenges that accompany the course to practice what David explains.",Course,2025-02-27 12:05 UTC,N/A,false,N/A,
L'essentiel de PHP et MySQL,"Dans cette formation destinée aux développeurs web, Julian Layen vous propose de découvrir la conception de sites professionnels avec le langage PHP et les bases de données MySQL. Après avoir installé les packages MAMP ou WAMP indispensables, vous serez initié au PHP, aux boucles et aux fonctions. Puis, vous apprendrez à créer une architecture et des formulaires, à lancer des requêtes simples et complexes, et à employer des sessions. Enfin, la formation se terminera sur un copieux chapitre consacré à la création d'un projet, et dans lequel vous mettrez en œuvre, avec des cas concrets, les notions acquises.",Course,2021-03-10 06:29 UTC,N/A,false,N/A,
Adobe Firefly Essential Training,"In this course, Bart Van de Wiele—expert designer and author—guides you through the innovative Adobe Firefly AI technology and its seamless integration within Adobe Creative Cloud. Discover how to generate images and videos from text prompts, expanding your creative possibilities effortlessly. Master using Firefly to create vector graphics and patterns in Adobe Illustrator, while leveraging advanced features like generative fill and scene-to-image to enhance your designs. Explore enterprise solutions with Firefly Custom Models, Object Composites, and Style Kits to scale your creative production. Learn how to harness the power of AI for your projects with targeted examples and step-by-step guidance. Whether you are a designer, marketer, or creative professional, this course will elevate your workflows and artistic outcomes.",Course,2025-08-23 10:56 UTC,N/A,false,N/A,
Personal Branding for Sales Success,"Looking to build your personal brand as a sales professional? In this course, instructor Ronnell Richards shows you how to define and communicate your personal brand authentically, leverage social media to enhance your online presence, and use personal branding to build client trust and close more deals. Topics covered include identifying unique value propositions, storytelling, thought leadership, networking, and evaluating branding efforts. By the end of this course, you’ll be prepared to use your personal brand to differentiate yourself in the marketplace.",Course,2025-07-18 03:41 UTC,N/A,false,N/A,
Avoir de la conversation,"Grâce aux conseils judicieux et pertinents de Yann Piette, découvrez les techniques qui vous permettront de maîtriser l'art de la conversation. Tout d'abord, vous verrez quelle importance accorder à la forme puis au fond. Vous apprendrez la manière de converser de façon agréable grâce au principe du small talk, ainsi que le langage non verbal, l'expression et la posture, puis, vous découvrirez comment développer vos compétences narratives, et vous vous entraînerez à l'aide de petits exercices simples dispensés par votre formateur.</br>Cette formation a été créée par Yann Piette. Nous sommes ravis d'héberger ce contenu sur notre plateforme.",Course,2022-01-19 14:01 UTC,N/A,false,N/A,
L'essentiel de MySQL,"MySQL est le moteur de bases de données relationnelles libre le plus déployé au monde. Il est utilisé par les plus petites entreprises comme par les plus grandes, comme Google ou Facebook. Vous devez savoir l'utiliser si vous êtes administrateur de base de données ou développeur. Dans cette formation, vous allez voir comment installer MySQL, configurer le moteur de bases de données et créer des utilisateurs pour en assurer la sécurité. Rudi Bruchez, spécialiste en bases de données depuis de nombreuses années, vous accompagne dans la découverte des spécificités du langage SQL pour MySQL.",Course,2023-09-04 11:51 UTC,N/A,false,N/A,
LinkedIn : Le mode créateur,"Avec Caroline Mignaux, partez à la découverte du mode créateur de LinkedIn, introduit en 2020 et destiné à améliorer et à amplifier la visibilité des acteurs du monde du travail, et plus particulièrement les entrepreneurs, les indépendants mais aussi les employés. Vous verrez de quelle manière le mode créateur de LinkedIn fonctionne, de son activation sur votre profil à son usage quotidien. Votre formatrice vous dispensera également des astuces pour en tirer parti encore plus efficacement et améliorer votre visibilité.",Course,2025-12-31 15:10 UTC,N/A,false,N/A,
